Input	Result	BioCyc Common-Name	BioCyc	Kegg	ChEBI	PubChem	HMDB	ChemSpider	MetaboLights	MetaNetX	BiGG	Seed	Inchi
Kegg:C1652	success	(11Z,14Z)-icosa-11,14-dienoate	CPD-17188	C16525	77220	40846588	HMDB05060	 	 	MNXM11473	 	cpd16340	InChI=1S/C20H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10H,2-5,8,11-19H2,1H3,(H,21,22)/p-1/b7-6-,10-9-
Kegg:C0324	success	di-homo-gamma-linolenate	CPD-8120	C03242	71589	21158448	HMDB02925	20117973	 	MNXM5607	 	cpd02077	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/p-1/b7-6-,10-9-,13-12-
Kegg:C0026	success	(6R)-L-erythro-6,7-dihydrobiopterin	CPD-15159	C00268	43120	135398653	HMDB02215	 	MTBLC20680	MNXM162257	 	 	InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,15-16H,2H2,1H3,(H3,10,11,13,14,17)/t3-,4+,6-/m0/s1
Kegg:C0362	success	N6,N6-dimethyl-L-arginine	CPD-596	C03626	58326	25203330	HMDB01539	 	 	MNXM4046	 	cpd02279	InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)/p+1/t6-/m0/s1
Kegg:C1653	success	(13Z,16Z)-docosa-13,16-dienoate	CPD-21827	C16533	77806	86289368	 	 	 	 	 	 	InChI=1S/C22H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10H,2-5,8,11-21H2,1H3,(H,23,24)/p-1/b7-6-,10-9-
Kegg:C0642	success	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate	CPD-10244	C06429	77016	40486925	HMDB02183	 	 	MNXM90206	 	cpd03852	InChI=1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/p-1/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-
Kegg:C1651	success	(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentenoate	CPD-13792	C16513	77224	40846589	HMDB06528	 	 	MNXM6529	 	cpd16301	InChI=1S/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-21H2,1H3,(H,23,24)/p-1/b4-3-,7-6-,10-9-,13-12-,16-15-
Kegg:C1653	unknown	
Kegg:C0642	success	(5Z,8Z,11Z,14Z,17Z)-icosapentaenoate	5Z8Z11Z14Z17Z-EICOSAPENTAENOATE	C06428	58562	25245749	HMDB01999	 	 	MNXM2801	 	cpd03851	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/p-1/b4-3-,7-6-,10-9-,13-12-,16-15-
Kegg:C0557	success	ergothioneine	Ergothioneine	C05570	4828	 	HMDB03045	 	MTBLC4828	MNXM2372	 	cpd03301	InChI=1S/C9H15N3O2S/c1-12(2,3)7(8(13)14)4-6-5-10-9(15)11-6/h5,7H,4H2,1-3H3,(H2-,10,11,13,14,15)/t7-/m0/s1
Kegg:C0831	success	erucate	CPD-14292	C08316	32393	5460999	HMDB02068	 	 	MNXM11520	 	cpd05231	InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/p-1/b10-9-
Kegg:C0050	success	erythritol	ERYTHRITOL	C00503	17113	222285	HMDB02994	192963	MTBLC17113	MNXM3592	 	cpd00392	InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2/t3-,4+
Kegg:C0001	success	FAD	FAD	C00016	57692	46906035	HMDB01248	13082029	 	MNXM33	fad	cpd00015	InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H5,28,29,30,34,42,43,44,45,46,47)/p-3/t14-,15+,16+,19-,20+,21+,26+/m0/s1
Kegg:C0006	success	FMN	FMN	C00061	58210	44229199	HMDB01520	 	MTBLC58210	MNXM119	fmn	cpd00050	InChI=1S/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H3,20,25,26,27,28,29)/p-3/t11-,12+,14-/m0/s1
Kegg:C0009	success	D-fructose	FRU	C00095	15824	 	 	 	 	 	 	 	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3,5-9,11-12H,1-2H2/t3-,5-,6-/m1/s1
Kegg:C0534	success	beta-D-fructofuranose 6-phosphate	FRUCTOSE-6P	C05345	57634	21604863	HMDB03971	10239172	 	MNXM89621	f6p	cpd19035	InChI=1S/C6H13O9P/c7-2-6(10)5(9)4(8)3(15-6)1-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/p-2/t3-,4-,5+,6-/m1/s1
Kegg:C0012	success	fumarate	FUM	C00122	29806	5460307	HMDB00134	4573886	MTBLC29806	MNXM93	fum	cpd00106	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+
Kegg:C0169	success	galactitol	GALACTITOL	C01697	16813	11850	HMDB00107	11357	MTBLC16813	MNXM1233	galt	cpd01171	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-
Kegg:C0066	success	gamma-L-glutamyl-L-cysteine	L-GAMMA-GLUTAMYLCYSTEINE	C00669	58173	7059430	HMDB01049	 	MTBLC58173	MNXM412	glucys	cpd00506	InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)/p-1/t4-,5-/m0/s1
Kegg:C0528	unknown	
Kegg:C0528	unknown	
Kegg:C0025	success	D-gluconate	GLUCONATE	C00257	18391	6419706	HMDB00625	4925340	MTBLC18391	MNXM341	glcn	cpd00222	InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/p-1/t2-,3-,4+,5-/m1/s1
Kegg:C0035	success	D-glucosamine 6-phosphate	D-GLUCOSAMINE-6-P	C00352	58725	45266742	 	 	 	MNXM370	 	cpd00288	InChI=1S/C6H14NO8P/c7-3-5(9)4(8)2(15-6(3)10)1-14-16(11,12)13/h2-6,8-10H,1,7H2,(H2,11,12,13)/p-1/t2-,3-,4-,5-,6?/m1/s1
Kegg:C0003	success	D-glucopyranose	Glucopyranose	C00031	4167	 	 	 	 	MNXM41	 	 	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1
Kegg:C0066	success	alpha-D-glucose 6-phosphate	ALPHA-GLC-6-P	C00668	58225	21604864	 	10239175	 	MNXM215	 	cpd19006	InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4+,5-,6+/m1/s1
Kegg:C0019	success	D-glucuronate	GLUCURONATE	C00191	58720	16740916	HMDB00127	 	 	 	glcur	 	InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h1-5,8-11H,(H,12,13)/p-1/t2-,3+,4-,5-/m0/s1
Kegg:C0002	success	L-glutamate	GLT	C00025	29985	5460299	HMDB00148	4573882	MTBLC29985	 	glu__L	 	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1
Kegg:C0006	success	L-glutamine	GLN	C00064	58359	6992086	HMDB00641	 	MTBLC58359	MNXM37	gln__L	 	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1
Kegg:C0048	success	glutarate	GLUTARATE	C00489	30921	4418048	HMDB00661	3618533	 	MNXM1021	 	cpd00379	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)/p-2
Kegg:C0012	success	glutathione disulfide	OXIDIZED-GLUTATHIONE	C00127	58297	40467895	HMDB03337	 	MTBLC58297	MNXM151	gthox	cpd00111	InChI=1S/C20H32N6O12S2/c21-9(19(35)36)1-3-13(27)25-11(17(33)23-5-15(29)30)7-39-40-8-12(18(34)24-6-16(31)32)26-14(28)4-2-10(22)20(37)38/h9-12H,1-8,21-22H2,(H,23,33)(H,24,34)(H,25,27)(H,26,28)(H,29,30)(H,31,32)(H,35,36)(H,37,38)/p-2/t9-,10-,11-,12-/m0/s1
Kegg:C0005	success	glutathione	GLUTATHIONE	C00051	57925	7048684	HMDB00125	19589806	MTBLC57925	MNXM57	gthrd	cpd00042	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/p-1/t5-,6-/m0/s1
Kegg:C0025	success	D-glycerate	GLYCERATE	C00258	16659	5460358	HMDB00139	4573914	MTBLC16659	MNXM189	glyc__R	cpd00223	InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/p-1/t2-/m1/s1
Kegg:C0011	success	glycerol	GLYCEROL	C00116	17754	753	HMDB00131	733	MTBLC17754	MNXM89612	glyc	cpd00100	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2
Kegg:C0009	success	sn-glycerol 3-phosphate	GLYCEROL-3P	C00093	57597	7048686	HMDB00126	2939444	MTBLC57597	MNXM66	glyc3p	cpd00080	InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1
Kegg:C0123	success	sn-glycero-3-phosphoethanolamine	L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	C01233	143890	70678815	HMDB00114	 	 	MNXM368	g3pe	cpd00908	InChI=1S/C5H14NO6P/c6-1-2-11-13(9,10)12-4-5(8)3-7/h5,7-8H,1-4,6H2,(H,9,10)/t5-/m1/s1
Kegg:C0327	success	glycerophosphoglycerol	GLYCEROPHOSPHOGLYCEROL	C03274	61933	25202983	 	 	 	MNXM598	g3pg	cpd02090	InChI=1S/C6H15O8P/c7-1-5(9)3-13-15(11,12)14-4-6(10)2-8/h5-10H,1-4H2,(H,11,12)/p-1
Kegg:C0067	unknown	
Kegg:C0003	success	glycine	GLY	C00037	57305	5257127	HMDB00123	730	MTBLC15428	MNXM29	gly	cpd00033	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)
Kegg:C0215	success	glycyl-L-leucine	CPD-12312	C02155	143163	1548899	HMDB00759	 	MTBLC73514	MNXM126241	 	 	InChI=1S/C8H16N2O3/c1-5(2)3-6(8(12)13)10-7(11)4-9/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t6-/m0/s1
Kegg:C0058	success	guanidinoacetate	GUANIDOACETIC_ACID	C00581	57742	3946848	HMDB00128	 	MTBLC57742	MNXM587	 	cpd00451	InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)
Kegg:C0024	success	guanine	GUANINE	C00242	16235	135398634	HMDB00132	744	MTBLC16235	MNXM259	gua	cpd00207	InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)
Kegg:C0038	success	guanosine	GUANOSINE	C00387	16750	135398635	HMDB00133	6544	MTBLC16750	MNXM401	gsn	cpd00311	InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)/t3-,5-,6-,9-/m1/s1
Kegg:C0014	success	GMP	GMP	C00144	58115	135398630	HMDB01397	1413162	MTBLC58115	MNXM113	gmp	cpd00126	InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/p-2/t3-,5-,6-,9-/m1/s1
Kegg:C1771	success	heptanoate	CPD-7619	C17714	32362	93052	HMDB00666	84004	 	MNXM7416	 	cpd15608	InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)/p-1
Kegg:C0158	success	hippurate	CPD-425	C01586	606565	4402710	HMDB00714	3603822	MTBLC606565	MNXM1577	 	 	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)/p-1
Kegg:C0038	success	histamine	HISTAMINE	C00388	58432	25201573	HMDB00870	 	MTBLC58432	MNXM635	 	cpd00312	InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)/p+1
Kegg:C0013	success	L-histidine	HIS	C00135	57595	6971009	HMDB00177	 	MTBLC57595	MNXM134	his__L	 	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1
Kegg:C0242	success	L-homocitrulline	CPD-161	C02427	58148	6991977	HMDB00679	 	 	MNXM4639	 	cpd01606	InChI=1S/C7H15N3O3/c8-5(6(11)12)3-1-2-4-10-7(9)13/h5H,1-4,8H2,(H,11,12)(H3,9,10,13)/t5-/m0/s1
Kegg:C0051	success	hypotaurine	HYPOTAURINE	C00519	57853	25244088	HMDB00965	 	MTBLC57853	MNXM726	 	cpd00406	InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)
Kegg:C0026	success	hypoxanthine	HYPOXANTHINE	C00262	17368	790	HMDB00157	768	MTBLC17368	 	hxan	 	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)
Kegg:C0556	success	3-(imidazol-5-yl)lactate	IMIDAZOLE-LACTATE	C05568	24773	6857593	HMDB02320	5256929	 	MNXM57189	 	cpd03300	InChI=1S/C6H8N2O3/c9-5(6(10)11)1-4-2-7-3-8-4/h2-3,5,9H,1H2,(H,7,8)(H,10,11)/p-1
Kegg:C0204	success	indole-3-lactate	INDOLE_LACTATE	C02043	17282	9548603	HMDB00671	7827526	 	MNXM3165	 	cpd01394	InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)/p-1
Kegg:C0029	success	inosine	INOSINE	C00294	17596	135398641	HMDB00195	5799	MTBLC17596	MNXM334	ins	cpd00246	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1
Kegg:C0013	success	IMP	IMP	C00130	58053	135398639	HMDB00175	5482599	MTBLC58053	MNXM125	imp	cpd00114	InChI=1S/C10H13N4O8P/c15-6-4(1-21-23(18,19)20)22-10(7(6)16)14-3-13-5-8(14)11-2-12-9(5)17/h2-4,6-7,10,15-16H,1H2,(H,11,12,17)(H2,18,19,20)/p-2/t4-,6-,7-,10-/m1/s1
Kegg:C0400	success	1D-myo-inositol 3-monophosphate	1-L-MYO-INOSITOL-1-P	C04006	58401	5288700	HMDB06814	16744087	MTBLC58401	MNXM540	 	cpd02484	InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3+,4-,5-,6-/m0/s1
Kegg:C0031	success	isocitrate	Isocitrate	C00311	16087	5460172	 	 	 	 	 	 	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3
Kegg:C0040	success	L-isoleucine	ILE	C00407	58045	7043901	HMDB00172	 	MTBLC58045	MNXM231	ile__L	cpd00322	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1
Kegg:C0171	success	kynurenate	KYNURENATE	C01717	18344	25201402	HMDB00715	 	MTBLC18344	MNXM1113	 	cpd01182	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)/p-2
Kegg:C0032	unknown	
Kegg:C0018	success	(S)-lactate	L-LACTATE	C00186	16651	5460161	HMDB00190	4573803	MTBLC16651	MNXM179	lac__L	cpd00159	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1
Kegg:C0012	success	L-leucine	LEU	C00123	57427	7045798	HMDB00687	 	MTBLC57427	MNXM140	leu__L	 	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1
Kegg:C0159	success	linoleate	LINOLEIC_ACID	C01595	30245	5460332	HMDB00673	4573899	MTBLC30245	MNXM293	 	cpd01122	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/p-1/b7-6-,10-9-
Kegg:C0642	success	gamma-linolenate	CPD-8117	C06426	32391	5461003	HMDB03073	4574387	MTBLC32391	MNXM3995	 	cpd03849	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/p-1/b7-6-,10-9-,13-12-
Kegg:C0004	success	L-lysine	LYS	C00047	32551	5460926	HMDB00182	5747	MTBLC32551	MNXM78	lys__L	 	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/m0/s1
Kegg:C0014	success	(S)-malate	MAL	C00149	15589	5459792	HMDB00156	4573566	MTBLC15589	MNXM98	mal__L	cpd00130	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2/t2-/m0/s1
Kegg:C0038	success	malonate	MALONATE	C00383	15792	9084	HMDB00691	8731	 	MNXM477	 	 	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)/p-2
Kegg:C0183	success	maltotriose	MALTOTRIOSE	C01835	140999	439586	HMDB01262	388669	 	MNXM468	malttr	cpd01262	InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17-,18-/m1/s1
Kegg:C0150	success	L-iditol	CPD-369	C01507	18202	5460044	HMDB11632	4573729	MTBLC18202	MNXM3633	 	cpd01066	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5+,6+/m0/s1
Kegg:C0015	success	D-mannose	MANNOSE	C00159	 	18950	HMDB00169	 	 	 	 	 	InChI=1S/C6H12O6/c7-1-3(9)5(11)6(12)4(10)2-8/h1,3-6,8-12H,2H2/t3-,4-,5-,6-/m1/s1
Kegg:C0007	success	L-methionine	MET	C00073	57844	6992087	HMDB00696	 	MTBLC57844	MNXM61	met__L	 	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1
Kegg:C0298	success	L-methionine S-oxide	L-Methionine-sulfoxides	C02989	17016	 	 	 	 	MNXM2246	metsox-S-L	 	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-,10?/m0/s1
Kegg:C0217	success	methylmalonate	CPD-546	C02170	17453	5459982	HMDB00202	4573689	 	MNXM1572	 	cpd01468	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)/p-2
Kegg:C0013	success	myo-inositol	MYO-INOSITOL	C00137	17268	892	HMDB00211	868	MTBLC17268	 	inost	 	InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-
Kegg:C0379	success	N6,N6,N6-trimethyl-L-lysine	N6N6N6-TRIMETHYL-L-LYSINE	C03793	58100	6992003	HMDB01325	 	MTBLC58100	MNXM1486	 	cpd02374	InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/p+1/t8-/m0/s1
Kegg:C1227	success	N-acetyl-alpha-L-aspartyl-L-glutamate	CPD-13266	C12270	76931	6992083	HMDB01067	5360238	 	MNXM12359	 	cpd09049	InChI=1S/C11H16N2O8/c1-5(14)12-7(4-9(17)18)10(19)13-6(11(20)21)2-3-8(15)16/h6-7H,2-4H2,1H3,(H,12,14)(H,13,19)(H,15,16)(H,17,18)(H,20,21)/p-3/t6-,7-/m0/s1
Kegg:C0107	success	N-acetyl-beta-alanine	CPD-580	C01073	57857	6950953	HMDB61880	5323877	 	MNXM4701	 	cpd00788	InChI=1S/C5H9NO3/c1-4(7)6-3-2-5(8)9/h2-3H2,1H3,(H,6,7)(H,8,9)/p-1
Kegg:C0123	success	N-acetyl-beta-glucosaminylamine	N-ACETYL-BETA-GLUCOSAMINYLAMINE	C01239	15947	439454	HMDB01104	388560	 	MNXM3313	 	cpd00912	InChI=1S/C8H16N2O5/c1-3(12)10-5-7(14)6(13)4(2-11)15-8(5)9/h4-8,11,13-14H,2,9H2,1H3,(H,10,12)/t4-,5-,6-,7-,8-/m1/s1
Kegg:C0425	success	N-acetyl-alpha-D-glucosamine 1-phosphate	N-ACETYL-D-GLUCOSAMINE-1-P	C04256	57776	25243937	HMDB01367	 	 	MNXM340	acgam1p	cpd19031	InChI=1S/C8H16NO9P/c1-3(11)9-5-7(13)6(12)4(2-10)17-8(5)18-19(14,15)16/h4-8,10,12-13H,2H2,1H3,(H,9,11)(H2,14,15,16)/p-2/t4-,5-,6-,7-,8-/m1/s1
Kegg:C0284	unknown	
Kegg:C0104	success	N-acetyl-L-aspartate	CPD-420	C01042	16953	2042020	HMDB00812	1539206	MTBLC16953	MNXM2139	 	cpd00767	InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/p-2/t4-/m0/s1
Kegg:C0680	success	N-acetyl-L-cysteine	CPD-9175	C06809	78236	7043949	HMDB01890	5404314	MTBLC28939	MNXM98606	 	cpd04181	InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/p-1/t4-/m0/s1
Kegg:C0035	success	N-acetyl-D-glucosamine 6-phosphate	N-ACETYL-D-GLUCOSAMINE-6-P	C00357	57513	25243963	HMDB02817	 	 	 	acgam6p	 	InChI=1S/C8H16NO9P/c1-3(10)9-5-7(12)6(11)4(18-8(5)13)2-17-19(14,15)16/h4-8,11-13H,2H2,1H3,(H,9,10)(H2,14,15,16)/p-2/t4-,5-,6-,7-,8?/m1/s1
Kegg:C0062	success	N-acetyl-L-glutamate	ACETYL-GLU	C00624	44337	1549099	HMDB01138	1266066	MTBLC44337	MNXM730	acglu	cpd00477	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/p-2/t5-/m0/s1
Kegg:C0271	success	an N-acyl-L-glutamine	CPD-427	C02716	 	 	 	 	 	MNXM8913	 	cpd01760	InChI=1S/C6H10N2O4/c7-5(10)2-1-4(6(11)12)8-3-9/h3-4H,1-2H2,(H2,7,10)(H,8,9)(H,11,12)/p-1/t4-/m0/s1
Kegg:C0299	success	N-acetyl-L-histidine	CPD-424	C02997	57772	25201295	HMDB32055	240418	 	MNXM4710	 	 	InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,7H,2H2,1H3,(H,9,10)(H,11,12)(H,13,14)/p-1/t7-/m0/s1
Kegg:C0271	success	N-acetyl-L-methionine	CPD0-2015	C02712	71670	6991985	HMDB11745	395338	 	MNXM7576	 	cpd01756	InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)/p-1/t6-/m0/s1
Kegg:C0027	success	N-acetylneuraminate	N-ACETYLNEURAMINATE	C00270	35418	6857396	 	 	 	 	acnam	 	InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/p-1/t5-,6+,7+,8+,9+,11?/m0/s1
Kegg:C0351	success	N-acetyl-L-phenylalanine	CPD-439	C03519	57702	6928499	HMDB00512	5302850	 	MNXM4052	 	cpd02218	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)/p-1/t10-/m0/s1
Kegg:C0271	success	N-acetylputrescine	CPD-569	C02714	58263	25243990	HMDB02064	109095	MTBLC58263	MNXM1153	 	cpd01758	InChI=1S/C6H14N2O/c1-6(9)8-5-3-2-4-7/h2-5,7H2,1H3,(H,8,9)/p+1
Kegg:C0111	success	O-succinyl-L-homoserine	O-SUCCINYL-L-HOMOSERINE	C01118	57661	46878420	 	 	 	MNXM820	suchms	cpd00822	InChI=1S/C8H13NO6/c9-5(8(13)14)3-4-15-7(12)2-1-6(10)11/h5H,1-4,9H2,(H,10,11)(H,13,14)/p-1/t5-/m0/s1
Kegg:C0043	success	N-carbamoyl-L-aspartate	CARBAMYUL-L-ASPARTATE	C00438	32814	5460257	HMDB00828	10718031	MTBLC32814	MNXM465	cbasp	cpd00343	InChI=1S/C5H8N2O5/c6-5(12)7-2(4(10)11)1-3(8)9/h2H,1H2,(H,8,9)(H,10,11)(H3,6,7,12)/p-2/t2-/m0/s1
