Input	Result	BioCyc Common-Name	BioCyc	Kegg	ChEBI	PubChem	HMDB	ChemSpider	MetaboLights	MetaNetX	BiGG	Seed	Inchi
Kegg:C01015	success	cis-4-hydroxy-L-proline	CPD-15178	C01015	63727	6971054	 	 	MTBLC63727	MNXM90406	 	 	InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4-/m0/s1
Kegg:C07044	success	hydroxyurea	HYDROXY-UREA	C07044	44423	3657	HMDB15140	3530	 	MNXM56954	 	cpd04338	InChI=1S/CH4N2O2/c2-1(4)3-5/h5H,(H3,2,3,4)
Kegg:C00519	success	hypotaurine	HYPOTAURINE	C00519	57853	25244088	HMDB00965	 	MTBLC57853	MNXM726	 	cpd00406	InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)
Kegg:C00262	success	hypoxanthine	HYPOXANTHINE	C00262	17368	790	HMDB00157	768	MTBLC17368	 	hxan	 	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)
Kegg:C00407	success	L-isoleucine	ILE	C00407	58045	7043901	HMDB00172	 	MTBLC58045	MNXM231	ile__L	cpd00322	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1
Kegg:C02835	success	4-imidazoleacetate	4-IMIDAZOLEACETATE	C02835	57969	4139109	HMDB02024	3351679	MTBLC57969	MNXM1330	 	cpd01831	InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)/p-1
Kegg:C00637	success	(indol-3-yl)acetaldehyde	INDOLE_ACETALDEHYDE	C00637	18086	800	HMDB01190	778	MTBLC18086	MNXM518	 	cpd00486	InChI=1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11H,5H2
Kegg:C02693	success	(indol-3-yl)acetamide	CPD-237	C02693	16031	397	HMDB29739	386	MTBLC16031	MNXM2239	 	cpd01747	InChI=1S/C10H10N2O/c11-10(13)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H2,11,13)
Kegg:C00954	success	(indol-3-yl)acetate	INDOLE_ACETATE_AUXIN	C00954	30854	801	HMDB00197	779	MTBLC30854	MNXM383	 	cpd00703	InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)/p-1
Kegg:C00294	success	inosine	INOSINE	C00294	17596	135398641	HMDB00195	5799	MTBLC17596	MNXM334	ins	cpd00246	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1
Kegg:C05123	success	isethionate	CPD-3745	C05123	61904	3955599	HMDB03903	3176358	 	MNXM1630	isetac	cpd03048	InChI=1S/C2H6O4S/c3-1-2-7(4,5)6/h3H,1-2H2,(H,4,5,6)/p-1
Kegg:C02787	success	2-methylpropan-1-amine	CPD-630	C02787	57601	7311734	HMDB34198	 	 	MNXM3816	 	cpd01799	InChI=1S/C4H11N/c1-4(2)3-5/h4H,3,5H2,1-2H3/p+1
Kegg:C00630	success	isobutanoyl-CoA	ISOBUTYRYL-COA	C00630	57338	45266570	HMDB01243	 	MTBLC57338	MNXM470	 	cpd00481	InChI=1S/C25H42N7O17P3S/c1-13(2)24(37)53-8-7-27-15(33)5-6-28-22(36)19(35)25(3,4)10-46-52(43,44)49-51(41,42)45-9-14-18(48-50(38,39)40)17(34)23(47-14)32-12-31-16-20(26)29-11-30-21(16)32/h11-14,17-19,23,34-35H,5-10H2,1-4H3,(H,27,33)(H,28,36)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/p-4/t14-,17-,18-,19+,23-/m1/s1
Kegg:C00311	success	isocitrate	Isocitrate	C00311	16087	5460172	 	 	 	 	 	 	InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3
Kegg:C05771	success	(R)-1-aminopropan-2-ol	1-AMINO-PROPAN-2-OL	C05771	42677	446260	HMDB12136	3821890	 	MNXM1029	 	 	InChI=1S/C3H9NO/c1-3(5)2-4/h3,5H,2,4H2,1H3/p+1/t3-/m1/s1
Kegg:C00328	unknown	
Kegg:C00186	success	(S)-lactate	L-LACTATE	C00186	16651	5460161	HMDB00190	4573803	MTBLC16651	MNXM179	lac__L	cpd00159	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1
Kegg:C00123	success	L-leucine	LEU	C00123	57427	7045798	HMDB00687	 	MTBLC57427	MNXM140	leu__L	 	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1
Kegg:C00047	success	L-lysine	LYS	C00047	32551	5460926	HMDB00182	5747	MTBLC32551	MNXM78	lys__L	 	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/m0/s1
Kegg:C00711	success	(RS)-malate	RS-Malate	C00711	15595	 	 	 	 	 	 	 	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2
Kegg:C00383	success	malonate	MALONATE	C00383	15792	9084	HMDB00691	8731	 	MNXM477	 	 	InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)/p-2
Kegg:C03570	success	D-mannosamine	D-Mannosamines	C03570	62325	25203559	 	 	 	 	 	 	InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/p+1/t2-,3+,4-,5-,6?/m1/s1
Kegg:C00073	success	L-methionine	MET	C00073	57844	6992087	HMDB00696	 	MTBLC57844	MNXM61	met__L	 	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1
Kegg:C07151	unknown	
Kegg:C02989	success	L-methionine S-oxide	L-Methionine-sulfoxides	C02989	17016	 	 	 	 	MNXM2246	metsox-S-L	 	InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-,10?/m0/s1
Kegg:C02704	success	monomethyl sulfate	CPD-545	C02704	58261	4694097	 	3881721	 	MNXM4668	 	cpd01751	InChI=1S/CH4O4S/c1-5-6(2,3)4/h1H3,(H,2,3,4)/p-1
Kegg:C00879	success	galactarate	D-GALACTARATE	C00879	16537	5459845	 	4573600	 	MNXM1080	galct__D	cpd00652	InChI=1S/C6H10O8/c7-1(3(9)5(11)12)2(8)4(10)6(13)14/h1-4,7-10H,(H,11,12)(H,13,14)/p-2/t1-,2+,3+,4-
Kegg:C01026	success	N,N-dimethylglycine	DIMETHYL-GLYCINE	C01026	58251	6971056	HMDB00092	 	MTBLC58251	MNXM464	 	cpd00756	InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)
Kegg:C03413	success	N1,N12-diacetylspermine	CPD-11268	C03413	58550	44123436	HMDB02172	 	MTBLC58550	MNXM4676	 	cpd02158	InChI=1S/C14H30N4O2/c1-13(19)17-11-5-9-15-7-3-4-8-16-10-6-12-18-14(2)20/h15-16H,3-12H2,1-2H3,(H,17,19)(H,18,20)/p+2
Kegg:C00612	success	N1-acetylspermidine	CPD-568	C00612	58324	25203502	HMDB01276	 	MTBLC58324	MNXM501	N1aspmd	cpd00470	InChI=1S/C9H21N3O/c1-9(13)12-8-4-7-11-6-3-2-5-10/h11H,2-8,10H2,1H3,(H,12,13)/p+2
Kegg:C02567	success	N1-acetylspermine	N1-ACETYLSPERMINE	C02567	58101	25201943	HMDB01186	 	MTBLC58101	MNXM600	 	cpd01680	InChI=1S/C12H28N4O/c1-12(17)16-11-5-10-15-8-3-2-7-14-9-4-6-13/h14-15H,2-11,13H2,1H3,(H,16,17)/p+3
Kegg:C03793	success	N6,N6,N6-trimethyl-L-lysine	N6N6N6-TRIMETHYL-L-LYSINE	C03793	58100	6992003	HMDB01325	 	MTBLC58100	MNXM1486	 	cpd02374	InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/p+1/t8-/m0/s1
Kegg:C03795	unknown	
Kegg:C01029	success	N8-acetylspermidine	CPD-3462	C01029	58535	25201125	HMDB02189	 	MTBLC58535	MNXM1679	n8aspmd	cpd00758	InChI=1S/C9H21N3O/c1-9(13)12-8-3-2-6-11-7-4-5-10/h11H,2-8,10H2,1H3,(H,12,13)/p+2
Kegg:C01042	success	N-acetyl-L-aspartate	CPD-420	C01042	16953	2042020	HMDB00812	1539206	MTBLC16953	MNXM2139	 	cpd00767	InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/p-2/t4-/m0/s1
Kegg:C01073	success	N-acetyl-beta-alanine	CPD-580	C01073	57857	6950953	HMDB61880	5323877	 	MNXM4701	 	cpd00788	InChI=1S/C5H9NO3/c1-4(7)6-3-2-5(8)9/h2-3H2,1H3,(H,6,7)(H,8,9)/p-1
Kegg:C00140	success	N-acetyl-D-glucosamine	N-acetyl-D-glucosamine	C00140	506227	 	 	 	 	MNXM143	 	 	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1
Kegg:C04501	unknown	
Kegg:C00357	success	N-acetyl-D-glucosamine 6-phosphate	N-ACETYL-D-GLUCOSAMINE-6-P	C00357	57513	25243963	HMDB02817	 	 	 	acgam6p	 	InChI=1S/C8H16NO9P/c1-3(10)9-5-7(12)6(11)4(18-8(5)13)2-17-19(14,15)16/h4-8,11-13H,2H2,1H3,(H,9,10)(H2,14,15,16)/p-2/t4-,5-,6-,7-,8?/m1/s1
Kegg:C00624	success	N-acetyl-L-glutamate	ACETYL-GLU	C00624	44337	1549099	HMDB01138	1266066	MTBLC44337	MNXM730	acglu	cpd00477	InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/p-2/t5-/m0/s1
Kegg:C02997	success	N-acetyl-L-histidine	CPD-424	C02997	57772	25201295	HMDB32055	240418	 	MNXM4710	 	 	InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,7H,2H2,1H3,(H,9,10)(H,11,12)(H,13,14)/p-1/t7-/m0/s1
Kegg:C02710	success	N-acetyl-L-leucine	CPD-433	C02710	58270	6928495	HMDB11756	5302846	 	MNXM4711	 	cpd01754	InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/p-1/t7-/m0/s1
Kegg:C02712	success	N-acetyl-L-methionine	CPD0-2015	C02712	71670	6991985	HMDB11745	395338	 	MNXM7576	 	cpd01756	InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)/p-1/t6-/m0/s1
Kegg:C02713	success	N-acetyl-D-muramate	NACMUR	C02713	28881	16738680	HMDB60493	 	 	MNXM2263	acmum	cpd01757	InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/p-1/t4-,6-,7-,8-,9-,11?/m1/s1
Kegg:C00270	success	N-acetylneuraminate	N-ACETYLNEURAMINATE	C00270	35418	6857396	 	 	 	 	acnam	 	InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/p-1/t5-,6+,7+,8+,9+,11?/m0/s1
Kegg:C00437	success	N-acetyl-L-ornithine	N-ALPHA-ACETYLORNITHINE	C00437	57805	6992102	HMDB03357	 	MTBLC57805	MNXM817	acorn	cpd00342	InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1
Kegg:C03519	success	N-acetyl-L-phenylalanine	CPD-439	C03519	57702	6928499	HMDB00512	5302850	 	MNXM4052	 	cpd02218	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)/p-1/t10-/m0/s1
Kegg:C02714	success	N-acetylputrescine	CPD-569	C02714	58263	25243990	HMDB02064	109095	MTBLC58263	MNXM1153	 	cpd01758	InChI=1S/C6H14N2O/c1-6(9)8-5-3-2-4-7/h2-5,7H2,1H3,(H,8,9)/p+1
Kegg:C00003	success	NAD+	NAD	C00003	57540	15938971	HMDB00902	10239196	MTBLC57540	MNXM8	nad	cpd00003	InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/p-1/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1
Kegg:C04259	success	Nalpha,Nalpha-dimethyl-L-histidine	NALPHANALPHA-DIMETHYL-L-HISTIDINE	C04259	57610	6971285	 	 	MTBLC57610	MNXM3662	 	cpd02613	InChI=1S/C8H13N3O2/c1-11(2)7(8(12)13)3-6-4-9-5-10-6/h4-5,7H,3H2,1-2H3,(H,9,10)(H,12,13)/t7-/m0/s1
Kegg:C02727	success	N6-acetyl-L-lysine	CPD-567	C02727	58260	6991978	HMDB00206	 	MTBLC58260	MNXM1574	 	 	InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1
Kegg:C01047	success	gamma-glutamyl-ethylamide	CPD-9384	C01047	58128	25201220	 	 	MTBLC58128	MNXM2257	 	cpd00772	InChI=1S/C7H14N2O3/c1-2-9-6(10)4-3-5(8)7(11)12/h5H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t5-/m0/s1
Kegg:C00153	success	nicotinamide	NIACINAMIDE	C00153	17154	936	HMDB01406	911	MTBLC17154	MNXM216	ncam	cpd00133	InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)
Kegg:C00253	success	nicotinate	NIACINE	C00253	32544	937	HMDB01488	912	MTBLC32544	MNXM274	nac	cpd00218	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)/p-1
Kegg:C02721	success	N-methyl-L-alanine	CPD-298	C02721	58175	6971259	 	 	 	MNXM4062	 	cpd01764	InChI=1S/C4H9NO2/c1-3(5-2)4(6)7/h3,5H,1-2H3,(H,6,7)/t3-/m0/s1
Kegg:C01046	success	N-methyl-L-glutamate	CPD-404	C01046	29083	5460343	HMDB62660	4573907	 	MNXM2141	 	cpd00771	InChI=1S/C6H11NO4/c1-7-4(6(10)11)2-3-5(8)9/h4,7H,2-3H2,1H3,(H,8,9)(H,10,11)/p-1/t4-/m0/s1
Kegg:C00547	success	(R)-noradrenaline	NOREPINEPHRINE	C00547	72587	6921840	HMDB00216	3037559	 	MNXM31869	 	cpd00429	InChI=1S/C8H11NO3/c9-4-8(12)5-1-2-6(10)7(11)3-5/h1-3,8,10-12H,4,9H2/p+1/t8-/m0/s1
Kegg:C06524	unknown	
Kegg:C02571	success	O-acetyl-L-carnitine	O-ACETYLCARNITINE	C02571	57589	7045767	HMDB00201	 	MTBLC57589	MNXM1028	 	cpd01682	InChI=1S/C9H17NO4/c1-7(11)14-8(5-9(12)13)6-10(2,3)4/h8H,5-6H2,1-4H3/t8-/m1/s1
Kegg:C00979	success	O-acetyl-L-serine	ACETYLSERINE	C00979	58340	6971051	HMDB03011	 	MTBLC17981	 	acser	 	InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)/t4-/m0/s1
Kegg:C06423	success	octanoate	CPD-195	C06423	25646	119389	HMDB00482	106634	MTBLC25646	MNXM750	octa	cpd03846	InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)/p-1
Kegg:C04137	success	D-octopine	CPD-309	C04137	57520	6992007	 	 	MTBLC57520	MNXM3008	 	cpd02553	InChI=1S/C9H18N4O4/c1-5(7(14)15)13-6(8(16)17)3-2-4-12-9(10)11/h5-6,13H,2-4H2,1H3,(H,14,15)(H,16,17)(H4,10,11,12)/t5-,6+/m1/s1
Kegg:C01005	success	O-phospho-L-serine	3-P-SERINE	C01005	57524	7059387	HMDB00272	5415612	 	MNXM379	pser__L	cpd00738	InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)/p-2/t2-/m0/s1
Kegg:C00077	success	L-ornithine	L-ORNITHINE	C00077	46911	6992088	HMDB00214	5360242	MTBLC46911	MNXM89689	orn	 	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/p+1/t4-/m0/s1
Kegg:C01118	success	O-succinyl-L-homoserine	O-SUCCINYL-L-HOMOSERINE	C01118	57661	46878420	 	 	 	MNXM820	suchms	cpd00822	InChI=1S/C8H13NO6/c9-5(8(13)14)3-4-15-7(12)2-1-6(10)11/h5H,1-4,9H2,(H,10,11)(H,13,14)/p-1/t5-/m0/s1
Kegg:C00568	success	4-aminobenzoate	P-AMINO-BENZOATE	C00568	17836	4876	HMDB01392	4710	 	MNXM421	4abz	cpd00443	InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)/p-1
Kegg:C00864	success	(R)-pantothenate	PANTOTHENATE	C00864	29032	167945	HMDB00210	146912	 	MNXM364	pnto__R	cpd00644	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/p-1/t7-/m0/s1
Kegg:C01601	success	nonanoate	CPD-8505	C01601	32361	5461016	HMDB00847	4574394	MTBLC32361	MNXM12480	 	cpd01126	InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)/p-1
Kegg:C00803	success	pentanoate	VALERATE	C00803	31011	114781	HMDB00892	102757	MTBLC31011	MNXM3382	 	cpd00597	InChI=1S/C5H10O2/c1-2-3-4-5(6)7/h2-4H2,1H3,(H,6,7)/p-1
Kegg:C00074	success	phosphoenolpyruvate	PHOSPHO-ENOL-PYRUVATE	C00074	58702	3674425	HMDB00263	2907208	 	MNXM73	pep	cpd00061	InChI=1S/C3H5O6P/c1-2(3(4)5)9-10(6,7)8/h1H2,(H,4,5)(H2,6,7,8)/p-3
Kegg:C00079	success	L-phenylalanine	PHE	C00079	58095	6925665	HMDB00159	 	MTBLC58095	MNXM97	phe__L	 	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1
Kegg:C05598	success	phenylacetylglycine	CPD-11715	C05598	60874	4229702	HMDB00821	3438658	 	MNXM4775	 	cpd03325	InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)/p-1
Kegg:C05332	success	2-phenylethylamine	PHENYLETHYLAMINE	C05332	225237	448751	HMDB12275	395457	MTBLC225237	MNXM660	peamn	cpd03161	InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2/p+1
Kegg:C02735	success	phenylethanolamine	PHENYLETHANOLAMINE	C02735	57741	4745144	HMDB01065	3932334	 	MNXM4776	 	cpd01774	InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2/p+1
Kegg:C00588	success	phosphocholine	PHOSPHORYL-CHOLINE	C00588	295975	3330960	HMDB01565	2578067	MTBLC295975	MNXM229	 	cpd00457	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p-1
Kegg:C01606	success	phthalate	PHTHALATE	C01606	17563	181977	HMDB02107	158278	 	MNXM1245	 	cpd01129	InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)/p-2
Kegg:C00156	success	4-hydroxybenzoate	4-hydroxybenzoate	C00156	30763	135	HMDB00500	132	MTBLC17879	MNXM164	4hbz	cpd00136	InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1
Kegg:C00642	success	(4-hydroxyphenyl)acetate	4-HYDROXYPHENYLACETATE	C00642	48999	4693933	HMDB00020	3881560	MTBLC48999	MNXM485	 	cpd00489	InChI=1S/C8H8O3/c9-7-3-1-6(2-4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)/p-1
Kegg:C02656	success	pimelate	CPD-205	C02656	36165	5242388	HMDB00857	4411088	 	MNXM2555	 	cpd01727	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)/p-2
Kegg:C00408	success	L-pipecolate	L-PIPECOLATE	C00408	61185	6931663	HMDB00716	 	MTBLC61185	MNXM684	 	cpd00323	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1
Kegg:C00931	success	porphobilinogen	PORPHOBILINOGEN	C00931	58126	6921588	HMDB00245	5296496	MTBLC58126	MNXM554	ppbng	cpd00689	InChI=1S/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)/p-1
Kegg:C00148	success	L-proline	PRO	C00148	60039	6971047	HMDB00162	 	MTBLC60039	MNXM114	pro__L	 	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1
Kegg:C10172	success	L-proline betaine	CPD-821	C10172	35280	115244	HMDB04827	538	 	MNXM18941	 	cpd07061	InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1
Kegg:C00163	success	propanoate	PROPIONATE	C00163	17272	104745	HMDB00237	94556	MTBLC17272	MNXM356	ppa	cpd00141	InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)/p-1
Kegg:C01736	success	a purine ribonucleoside	Purine-Ribonucleosides	C01736	18255	 	 	 	 	MNXM79752	 	cpd27998	InChI=1S/C5H10O4/c6-1-4-5(8)3(7)2-9-4/h3-8H,1-2H2/t3-,4+,5-/m0/s1
Kegg:C00134	success	putrescine	PUTRESCINE	C00134	326268	3452892	HMDB01414	2695170	MTBLC326268	MNXM118	ptrc	 	InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2
Kegg:C00250	success	pyridoxal	PYRIDOXAL	C00250	17310	1050	HMDB01545	1021	MTBLC17310	MNXM311	pydx	cpd00215	InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3
Kegg:C00534	success	pyridoxamine	PYRIDOXAMINE	C00534	57761	25245492	HMDB01431	 	MTBLC57761	MNXM548	pydam	cpd00419	InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3/p+1
Kegg:C00647	success	pyridoxamine 5'-phosphate	PYRIDOXAMINE-5P	C00647	58451	25246271	HMDB01555	 	MTBLC58451	MNXM366	pyam5p	cpd00493	InChI=1S/C8H13N2O5P/c1-5-8(11)7(2-9)6(3-10-5)4-15-16(12,13)14/h3,11H,2,4,9H2,1H3,(H2,12,13,14)/p-1
Kegg:C00314	success	pyridoxine	PYRIDOXINE	C00314	16709	1054	HMDB00239	1025	MTBLC16709	MNXM419	pydxn	cpd00263	InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3
Kegg:C00296	success	L-quinate	QUINATE	C00296	29751	1560034	 	1272058	 	MNXM474	 	cpd00248	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/p-1/t3-,4-,5-,7+/m1/s1
Kegg:C00255	success	riboflavin	RIBOFLAVIN	C00255	57986	45480541	HMDB00244	108964	 	MNXM270	ribflv	cpd00220	InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)/p-1/t11-,12+,14-/m0/s1
Kegg:C05382	success	D-sedoheptulose 7-phosphate	D-SEDOHEPTULOSE-7-P	C05382	57483	46878379	HMDB01068	 	MTBLC57483	MNXM271	s7p	cpd00238	InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/p-2/t4-,5-,6-,7+/m1/s1
Kegg:C00449	success	L-saccharopine	SACCHAROPINE	C00449	57951	49791954	HMDB00279	 	MTBLC57951	MNXM384	 	cpd00351	InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/p-1/t7-,8-/m0/s1
Kegg:C00019	success	S-adenosyl-L-methionine	S-ADENOSYLMETHIONINE	C00019	59789	44229224	HMDB01185	 	MTBLC59789	MNXM16	amet	cpd00017	InChI=1S/C15H22N6O5S/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27-/m0/s1
Kegg:C00213	success	sarcosine	SARCOSINE	C00213	57433	7311726	HMDB00271	 	MTBLC57433	MNXM300	sarcs	cpd00183	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)
Kegg:C08277	success	sebacate	CPD-3623	C08277	76283	1549016	HMDB00792	1266010	 	MNXM9103	 	cpd05192	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)/p-2
Kegg:C00065	success	L-serine	SER	C00065	33384	6857581	HMDB00187	 	MTBLC33384	 	ser__L	 	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1
